,sentence
1903,유 행장은 이날 포럼에서 김규식 한국기업거버넌스포럼 회장 박주근 리더스 인덱스 대표와 함께 여성의 경영참여에 대한 토론을 진행했다.
1904,이번 토론에서 유 행장은 씨티그룹의 다양성과 포용적 조직 문화를 공유하고 한국씨티은행의 여성 인재 양성 및 리더십 구축을 위한 활동 전략을 소개했다.
1905,한국씨티은행은 단계별 여성 리더십 연수 여성 인재 발굴 육성을 위한 핵심 인재 관리 절차 및 여성 인재를 대상으로 한 멘토링과 코칭 등 다양한 프로그램을 운영 중이다.
1906,다양성위원회 여성위원회 및 환경·사회·지배구조(ESG)협의회 등도 갖추고 있다.
1907,유 행장은 이어 “ESG 중심 사회로 나아가는 변화의 흐름에서 여성의 경영참여 확대와 우수한 여성 인재 양성을 위해서는 지속적이고 변함없는 경영진의 의지와 노력 그리고 이를 통한 전사적인 문화의 정착이 중요하다고 덧붙였다.
1908,보고서는 “당시 부지를 팔려고 계획한 송신소의 폐소(송출 중단)가 불확실했고 정부 자본금 추가 출자는 긴축재정 등으로 (정부 예산에) 반영되지 않고 있었다.
1909,보고서는 “광고부서의 판촉 업무를 위한 것이라고 하지만 KBS가 (광고 비율을 낮추고) 수신료 비중을 확대한다는 방침에 부합하지 않는다고 비판했다.
1910,또 공영주차장과 전기차 충전시설의 시스템 통합 관리 도로청소와 미세먼지 분진흡입 사업의 통합 운영 공공체육시설의 관리 일원화 등 성격과 기능이 유사한 사업을 합쳐 운영 효율성을 높인다.
1911,관리방식의 디지털 대전환을 위해서는 IoT 기반 실시간 하수정보 수집 시스템을 구축해 비상상황을 예측하고 드론과 지능형 CCTV ICT 기술을 활용해 도로와 교량 등의 시설관리로 인력절감과 시간단축 안전사고 예방에 나선다.
1912,빅데이터를 활용한 도로관리시스템(RMS)을 구축하고 시·구·군과 공단 주차관리시스템(PMS)을 연계해 시민들에게 실시간 통합 주차정보를 제공한다.
1913,노상주차장 무인화 시스템을 확대 운영하고 민간위탁 주차장의 직영운영 전환으로 통합 관제 시스템을 확대하고 서비스 만족도를 높이고 신천 재난경보 시스템과 스마트 맨홀 시스템을 확대해 시민안전 강화를 추진한다.
1914,이날 중간보고회에는 이동근 경총 부회장 이동석 현대차 대표이사와 자문단장을 맡은 이채필 전 고용노동부장관 종합심층진단의 총괄책임자(PM)인 함병호 한국교통대 교수 및 연구진 등이 참석했다.
1915,연구진은 현대차가 세계 최고수준의 안전경영체계를 구축하기 위해서는 안전조직의 역할 및 기능 강화 뿐만 아니라 인사·노무·교육 등 유관부서와의 협업체계를 전략적으로 구축해야 한다고 강조했다.
1916,이동근 경총 부회장은 이번 종합심층진단을 계기로 현대차가 안전경영 분야에서도 글로벌 최고 수준에 도달하기를 바란다며 국내 산업계 전반의 안전역량이 강화될 수 있도록 경총이 적극적으로 지원할 것이라고 강조했다.
1917,이동석 현대차 대표이사는 앞으로 최고 수준의 안전관리 시스템이 정착되도록 더욱 노력하겠다고 밝혔다.
1918,공정거래위원회는 오늘 온라인쇼핑몰 및 TV홈쇼핑 표준거래계약서를 개정했다고 밝혔습니다.
1919,이번 개정으로 앞으로 대규모 유통업자가 거래상 지위를 부당하게 이용해 납품업자의 경영 활동에 간섭하는 행위가 금지됩니다.
1920,이날 하영제 국민의힘 의원은 김 센터장을 향해 “카카오는 사태 복구 대응의 중요성을 인지했음에도 화재에 대해서는 전혀 예상하지 못했다는 입장을 밝혔다라며 “이런 무책임한 행태를 보이는 이유가 무엇이냐라고 했다.
1921,허은아 국민의힘 의원도 “작년에도 올해도 카카오는 사회적 책임이라는 초심을 이야기하고 있는데 이럴 때 발휘해야 하는 것 아니냐라며 “작년 국감 때도 김 센터장은 그런 말을 했는데 그런 미사여구가 아니라 지금 본인의 입만 바라보고 있는 (카카오 플랫폼에 입점한) 소상공인들의 피해를 생각하라라고 했다.
1922,권성동 국민의힘 의원은 “재난 대응에는 미흡하면서 문어발식 확장에만 몰두하니깐 사회적 책임을 다하지 못한 것이라고 지적했다.
1923,김영주 더불어민주당 의원은 “돈 벌기 위해 수단을 가리지 않았다고 해서 문어발식이라고 하는데 그 표현도 아깝다.
1924,거미줄 같다고 생각된다라며 “사업 영역과 규모가 너무 커져서 작은 사고로도 기업이 감당할 수 없는 국가적 재앙이 발생한 것이다라고 했다
1925,이번 간담회는 규제 완화와 안전분야에 대한 투자 확대를 위해 추진 중인 해사안전 관계법령 개정사항과 추진현황을 설명하고 국제해사 동향을 공유하기 위해 마련됐다.
1926,해수부는 선박 안전관리대행업 등의 창업규제를 완화하고 선박 안전관리 분야의 전문성을 강화하기 위해 ‘해사안전법’을 개정해 선박안전관리사 자격제도를 도입했다.
1927,이번 간담회에서는 선박안전관리사 자격제도의 취지와 운영방안 등급별 응시자격 시험실시 절차 및 안전관리책임자 선임기준 변경 등 세부 추진사항을 설명하고 해운 분야 안전투자내역 공시제도 도입방안과 기대효과 등에 대해 소개할 예정이다.
1928,또 해수부는 국제해사기구(IMO)의 온실가스 규제 국제해운 분야의 탈탄소 관련 기술개발 협력방안 등 해운분야 탈탄소화 국제동향과 저탄소·무탄소 선박의 개발 실증방안 국제표준화 추진현황 등 우리나라의 탈탄소 전환 대응방안도 공유한다.
1929,정태성 해사안전국장은 해수부는 선박안전관리사 자격을 도입하는 등 민간 주도의 자발적인 안전중심 경영문화를 정착시키기 위해 노력하고 있다며 이러한 제도가 잘 자리 잡을 수 있도록 선박안전관리선사 등 해운업계의 적극적인 참여를 부탁드린다고 밝혔다.
1930,사진 SK SK그룹 CEO들이 불확실성이 커진 경영환경을 극복하기 위해 다양한 시나리오별 대응 전략을 수립하는 등 만반의 준비 태세를 갖추기로 뜻을 모았다.
1931,각 사가 추진해 온 경영 시스템 혁신 작업 등을 가속화해 생존을 넘어 지속 가능한 성장 및 기업가치 창출 기반을 마련하기로 했다.
1932,이번 세미나에서 CEO들은 외부 전문가들과 함께 우크라이나 전쟁 등 지정학 위기와 인플레이션 금리 환율 등 거시경제 지표들을 점검하고 각 요인이 국내외 경제에 미칠 영향과 대비책을 논의했다.
1933,이우위직(以迂爲直) 이환위리(以患爲利)는 손자병법에 나오는 말로 다른 길을 찾음으로써 유리한 위치를 선점하고 고난을 극복하여 오히려 기회로 삼는다는 뜻이다.
1934,최 회장은 “ESG(환경·사회·지배구조) 경영 요소를 비즈니스에 내재화해 지속적인 성장성을 확보하고 기업가치를 증대시킬 수 있는 방안을 모색해야 한다며 구체적인 방법론을 CEO들에게 제안했다.
1935,또 “경영환경 불확실성이 커질수록 데이터(data) 기반의 경영전략 실행이 중요해질 것이라고 진단하고 데이터를 다루는 각 사 최고재무책임자(CFO)의 역할을 강조했다.
1936,그는 “앞으로 지정학적 긴장 등 거시 환경의 위기 요인이 추가로 증가할 가능성도 염두에 둬야 한다며 각 사가 연말까지 다양한 시나리오에 대비한 전략을 수립하도록 주문했다.
1937,조 의장은 “경쟁자들의 진입을 어렵게 하는 ’경제적 해자(垓子)’를 갖춘 기업만이 장기간 독보적인 지위를 유지하면서 높은 수익을 확보할 수 있다며 “각 사가 이른 시일 안에 ‘경제적 해자’를 만들 수 있도록 파이낸셜 스토리를 보완해 기업가치를 높이자고 전했다.
1938,회사 키우는 데만 급급…카카오 문어발식 확장경영 질책데이터센터 화재 SK C&amp;C도 뭇매…ESG 선도?
1939,여야는 증인으로 출석한 김범수 카카오 미래이니셔티브센터장을 이구동성으로 질타하며 근본적인 재발 방지책과 폭넓은 보상안을 서둘러 마련하라고 촉구했다.
1940,국민의힘 하영제 의원은 김 센터장을 향해 카카오는 사태 복구 대응의 중요성을 인지했음에도 화재에 대해서는 전혀 예상하지 못했다는 입장을 밝혔다며 이런 무책임한 행태를 보이는 이유가 무엇이냐고 목소리를 높였다.
1941,이어 당시 언론사들은 관련 기사를 밤새 쏟아냈는데 포털 다음의 실시간 뉴스에는 카카오 화재(먹통) 기사는 전혀 노출되지 않았다며 이유가 뭐냐.
1942,혹시 다음 뉴스에 카카오 기사(는 노출되지 않는) 알고리즘이 깔려 있느냐고 따졌다.
1943,허은아 의원도 작년에도 올해도 카카오는 사회적 책임이라는 초심을 이야기하고 있는데 이럴 때 발휘해야 하는 것 아니냐며 작년 국감 때도 김 센터장은 그런 말을 했는데 그런 미사여구가 아니라 지금 본인의 입만 바라보고 있는 (카카오 플랫폼에 입점한) 소상공인들의 피해를 생각하라고 다그쳤다.
1944,허 의원은 또 무료로 운영되는 카카오톡이 카카오 전체 서비스의 뿌리이고 출발점이라며 그런데도 김 센터장은 무료 서비스 보상은 선례가 없다고 했다.
1945,민주당 소속인 정청래 과방위원장도 증인의 답변하는 태도는 공손해 보이지만 답변하는 내용은 제가 봐도 불만이 생긴다며 이름도 없이 빛도 없이 쓰러진 무명용사라는 개념을 아느냐.
1946,정 위원장은 이어 전례 없는 코로나 재난 사태에 (정부는) 전 국민 재난지원금을 지급했다면서 전례 없는 서비스 먹통 사태에 전례 없는 보상을 하면 기업 이미지는 더 상승할 것이라고 강조했다.
1947,국민의힘 권성동 의원은 재난 대응에는 미흡하면서 문어발식 확장에만 몰두하니깐 사회적 책임을 다하지 못한 것이라고 지적했다.
1948,같은 당 김영식 의원은 카카오는 계열사는 잘 쪼갰는데 서버는 한곳에 모아놓았다는 조롱의 말도 들린다고 했다.
1949,민주당 김영주 의원은 돈 벌기 위해 수단을 가리지 않았다고 해서 문어발식이라고 하는데 그 표현도 아깝다.
1950,거미줄 같다고 생각된다며 사업 영역과 규모가 너무 커져서 작은 사고로도 기업이 감당할 수 없는 국가적 재앙이 발생한 것이라고 했다.
1951,농구 선수 출신인 그는 그러면서 운동으로 치면 체력은 키우지 못하고 체급만 키운 것이라고 덧붙였다.
1952,co. kr애초 카카오 먹통 사태가 SK C&amp;C 판교 데이터센터 화재에 기인했던 만큼 SK C&amp;C의 화재 대책 소홀에도 질타가 쏟아졌다.
1953,네이버 출신인 민주당 윤영찬 의원은 제가 보기에는 SK 책임이 훨씬 크다며 이를 분명히 인식해서 피해자에 대한 보상 문제에 확실히 신경을 쓰라고 요구했다.
1954,국민의힘 윤두현 의원은 SK C&amp;C는 판교 테크노밸리에 일반연구 목적으로 용지를 받아놓고는 불법으로 건물 전체를 데이터센터로 쓰고 있다며 해당 땅을 내놓아야 하는 것 아니냐고 따졌다.
1955,이어 SK C&amp;C는 그 용지에서 진짜 연구를 해야 할 회사의 기회를 빼앗은 것이라며 SK가 ESG(환경·사회적책무·기업지배구조 개선) 경영을 선도한다더니 이게 무엇이냐.
1956,판교의 다른 기업들은 인공조미료에 빗대 MSG 경영이라고 말한다고 언급했다.
1957,이날 국감장에는 이해진 네이버 GIO(글로벌투자책임자)도 출석한 가운데 권성동 의원은 이 GIO를 상대로 성남FC 후원금 의혹과 관련해 질의를 하다 정 위원장의 제지를 받기도 했다.
1958,정 위원장은 오늘 증인 질의는 카카오 먹통 사태에 대해서만 하기로 여야가 합의했다며 권 의원의 발언을 중단시켰다.
1959,이재명 대표와 연관이 있어서 못 하게 하는 것이냐며 항의했고 일부 국민의힘 의원들도 우리는 합의한 적 없다며 반발했다.
1960,하지만 경기 성남시 판교 SK C&amp;C 데이터센터 화재 이후 카카오 서비스 먹통 사태로 남궁 대표가 자진사퇴하면서 그의 복귀설이 지속적으로 나오고 있다.
1961,이에 김 센터장은 “창업자로 엄중하게 상황을 인식하고 있으며 할 수 있는 모든 것에 최선을 다하겠다면서도 “하지만 지금은 시스템적인 의사결정이 더 역량을 나타낼 것이라 제가 무엇을 한다는 것은 생각치 않고 있다고 말했다.
1962,여성경제인들의 글로벌 경쟁력과 비즈니스 네트워킹을 강화하고 경영애로 해소를 위해 개최되는 여경협의 대표적인 행사다.
1963,부대행사로 울산광역시 여성기업 전시부스 운영 여성경제인 애로상담 DESK 운영 여성기업 인력난 해소를 위한 여성인력 일자리 매칭 상담 등이 계획됐다.
1964,여경협 관계자는 “여성경제활성화는 인구고령화와 저성장 시대에 지속가능한 대한민국의 미래를 보장할 수 있는 핵심 대안이라며 “미래의 여성CEO 육성을 위해 힘써야 할 때라고 말했다.
1965,&lt;앵커&gt;김범수 카카오 미래이니셔티브센터장과 이해진 네이버글로벌투자책임자 등이 데이터센터 화재 사고에 따른 서비스 장애와 관련해 오늘 과학기술정정보방송통신위원회 국정감사 증인으로 출석했습니다.
1966,&lt;기자&gt;과방위 국정감사가 열리고 있는 국회 본관에 나와있습니다.
1967,오늘 국감에서는 화재에 따른 카카오와 네이버 서비스 장애와 관련된 질의가 주를 이뤘습니다.
1968,특히 김범수 카카오 미래이니셔티브센터장에게 주요 서비스 복구 지연 원인과 향후 보완 대책 보상안에 대한 추궁이 집중됐습니다.
1969,김범수 카카오 미래이니셔티브센터장 : 이 자리를 빌어서 전 국민이 사용하고 있는 서비스에 대해서 이용자께 불편을 드린 점 진심으로 사과드립니다.
1970,장애가 났을 때도 빠른 시간 내에 복구하는 것을 목표로 최선을 다해 노력하겠습니다.
1971,이해진 네이버글로벌투자책임자 역시 앞으로 더 점검하고 불편을 최소화 할 수 있도록 최선을 다하겠다고 밝혔습니다.
1972,이 부분에 대해서는 어떤 내용이 있었습니까?&lt;기자&gt;여야 의원들은 피해 보상에 대해서도 목소리를 높였습니다.
1973,특히 정청래 과방위원장 등은 카카오가 지금처럼 수익을 낼 수 있는 건 수많은 무료 가입자들 때문이라며 그들을 외면해선 안된다고 지적했습니다.
1974,이에 대해 김범수 센터장은 무료 서비스 이용자들에게도 보상이 있어야 한다고 생각한다면서 유료 서비스는 약관 이상 보상을 준비하고 있고 무료 서비스도 피해 접수 결과를 바탕으로 보상안 기준을 마련하겠다고 답했습니다.
1975,박성하 SK C&amp;C 대표이사도 사고 원인 규명이 이뤄지기 전이라도 적극 보상 협의에 임하겠다며 SK그룹과도 함께 논의하겠다고 말했습니다.
1976,&lt;앵커&gt;오늘 김범수 센터장에게 경영 복귀와 독과점에 대한 지적도 있었다고요?&lt;기자&gt;김범수 센터장은 경영 복귀와 관련해 지금은 생각하지 않고 있다면서도 보상 부분은 챙기겠다고 밝혔습니다.
1977,&lt;기자&gt;보상 관련 질의에 대해 신원근 카카오페이 대표는 적절한 보상을 하겠다며 카카오페이와 카카오 차원에서 할 수 있는 일을 잘 나눠서 처리하겠다고 말했습니다.
1978,이복현 금융감독원장도 이번 사태에 대해 심각하게 보고 있다며 보상 보험 관련 한도와 관련해 단기간에 큰 기업이 최소 보장한도만 맞추고 있는 건 기업 윤리 맞는 건지 의구심이 든다고 지적했습니다.
1979,이어 피해보상준비금 회계보상안 등을 재검토해 전자금융업자의 보상한도를 높일 계획을 하고 있다고 말했습니다.
1980,최장범 PWC컨설팅 상무를 초청해 ‘AI + RPA 시너지’를 주제로 급변하는 디지털 트렌드에 대응해 나가기 위한 디지털금융 마인드 변화와 경쟁력 강화를 위한 특강도 진행됐다.
1981,이를 위해 ▲핵심예금 및 비이자부문 경쟁력 강화 ▲선제적인 자산건전성 관리 ▲지역별 영업환경에 최적화된 채널전략 추진 ▲디지털 금융자산 증대와 전략사업 추진을 통한 미래성장동력 확보 ▲해외 자회사와의 시너지 강화를 위해 JBSV 성장 적극 지원 등을 추진해 나가기로 했다.
1982,그러면서 “위기를 기회로 바꾸는 기지와 변화와 혁신을 과감히 실행하는 도전정신으로 올해 남은 기간까지 최선을 다해 유종의 미를 거둬 다가오는 새로운 해를 준비하자고 덧붙였다.
1983,재판매 및 DB 금지 지식재산경영기업상은 지식재산의 창출과 활용 노하우 공유·확산 등으로 국가 지식재산과 산업 발전에 기여한 기업에 주어지는 지식재산 분야 국내 최고 권위의 상이다.
1984,조현준 효성그룹 회장은 차별화된 기술 개발과 특허 확보로 친환경 에너지·전력 산업 분야에서도 국가 미래 산업의 성장 동력 확보에 기여해 나가겠다고 말했다.
1985,수산분야 전문기관 ‘사회적 가치실현’을 위해 함께 힘모아 한국수산자원공단(이사장 이춘우 이하 수산공단)은 수협은행(Sh Bank 은행장 김진균)과 해양환경보전 및 사회공헌활동 등 ESG 경영실천을 위한 업무협약을 추진했다고 밝혔다.
1986,수산공단은 수산자원의 지속적 이용기반 구축을 위해 공공기관으로서 사회적 책임경영을 강화하고 지역사회 문제 해결을 위한 다양한 활동을 실천하고 있다.
1987,이번 협약을 통해 수산공단은 수협은행에서 출시한 ‘ESG입출금통장’을 개설하고 수협은행은 이로 인한 판매액 일부를 해양환경보전 기금으로 조성하여 양 기관인 함께 해양환경보전 및 사회공헌활동에 동참할 예정이다.
1988,이춘우 수산공단 이사장은 “수산분야 전문기관이 상호협력하여 해양환경보호와 사회공헌활동을 함께 추진하게 되어 기쁘다며 “양기관이 지속적인 협력을 통해 ESG 사업 전반에 걸쳐 수산자원의 회복을 위한 사회공헌 활동을 점차 확대해 나가겠다.
1989,미래여성CEO양성을 위한 여성특성화고 학생 장학금 전달식과 청년 여성CEO 입회식도 진행된다.
1990,부대행사로는 △울산광역시 여성기업 전시부스 운영 △여성경제인 애로상담 DESK 운영 △여성기업 인력난 해소를 위한 여성인력 일자리 매칭 상담도 진행된다.
1991,이정한 여경협 회장은 여성경제활성화는 인구고령화와 저성장 시대에 지속가능한 대한민국의 미래를 보장할 수 있는 핵심 대안으로 여성경제인뿐만 아니라 미래의 여성CEO 육성을 위해 힘써야 할 때라고 말했다.
1992,마이크로소프트 AI 분야에서도 선두주자AI 기술 활용한 ESG 활동도 앞장서수화 데이터베이스 학습한 AI 번역기 일찌감치 개발신체 움직임 인식하는 키넥트 기술 적용영상정보 분석해 알려주는 시각장애인 안경도 만들어AI 기술 통한 환경보호 건강증진 문화유산 보호 등인간을 행복하게 만드는 활동 확대낯선 기술을 친숙하게 받아들이도록 하는 도와‘기업 인권경영 리포트’는 새로운 경영 화두로 떠오른 인권경영과 관련된 글로벌 동향과 모범사례를 살펴봅니다.
1993,해외 주요 선진국은 물론 국내에서도 인권경영을 의무화하는 움직임을 보이고 있습니다.
1994,법무법인 지평의 인권경영 전문가들이 풍부한 사례를 바탕으로 다양한 시사점을 제시할 예정입니다.
1995,편집자 주 마이크로소프트는 소프트웨어 개발로 신기술 혁신을 주도해온 기업이다.
1996,최근에 인공지능(AI) 기술에 대한 비전과 실행력을 갖추고 관련 업계를 선도하고 있다는 평가를 받는다.
1997,마이크로소프트는 AI를 바탕으로 한 신기술 혁신을 활용해 여러 분야에서 적극적인 ESG 활동도 하고 있다.
1998,제 꿈을 현실로 만들어준 기술에 감사하다는 말을 전하고 싶습니다라는 문장이 커다란 전광판에 떠올랐다.
1999,단단의 이야기를 번역한 것은 수화 데이터베이스를 학습한 AI를 활용한 마이크로소프트의 키넥트(Kinect 사용자의 신체 움직임을 인식하는 기기)였다.
2000,시각장애인이 무언가를 보고 싶을 때 관자놀이에 손가락을 대고 사진을 찍는다.
2001,그러면 AI가 실시간으로 촬영된 이미지를 분석해 텍스트 사물 사람 등을 식별하고 내용을 알려주는 것이다.
2002,‘착한’ 기술인 AI를 토대로 더 ‘좋은’ 삶을 만들 수 있다는 것을 보여주겠다는 것이다.
2003,환경(AI for Earth)부터 시작해 장애인 접근성(AI for accessibility) 건강(AI for Health) 인도주의적 활동(AI for Humanitarian Action) 문화유산 보호(AI for Cultural Heritage)’ 등 프로젝트 영역을 확장해왔다.
2004,대표적으로 ‘지구를 위한 AI(AI for Earth)’에서 AI와 클라우드 기능을 이용해 탄소 배출 최소화 생물다양성 보호 바다의 플라스틱 제거 등 프로젝트를 지원하고 있다.
2005,예를 들어 마이크로소프트는 인도 공생 공과대학교(Symbiosis Institute of Technology) 연구팀의 에너지 관리방법 및 설비 개선 프로젝트에 AI 서비스와 클라우드 서비스를 지원한다.
2006,이 프로그램은 스마트 전기 계량기를 통해 지역사회의 에너지 사용 관련 데이터를 구축한 후 사회경제적 데이터와 함께 분석해 지역과 계절에 따른 에너지 수요의 패턴을 예측한다.
2007,궁극적으로 최소한의 자원을 사용해 최소한의 폐기물과 탄소를 배출할 수 있도록 돕는다.
2008,‘착한’ AI를 널리 활용하려는 마이크로소프트의 노력은 AI를 친숙하고 또 유용한 것으로 알리는 노력이기도 하다.
2009,AI와 같은 신기술은 매우 모호하고 낯설게 느껴질 수 있기 때문에 때때로 대중의 두려움과 저항의 대상이 된다.
2010,AI 포 굿 프로젝트는 신기술의 발전이 좋은 삶을 위한 착한 기술이 될 수 있도록 이끈다.
2011,AI 포 굿 프로젝트는 신기술을 선도하는 기업의 책임과 고민을 가장 잘 보여주는 사례다.
2012,현대자동차가 세계 최고 수준 안전경영체계를 구현하려면 관련 조직뿐 아니라 인사·노무·교육 등 유관부서와 전략적 협업체계 구축이 필요하다는 의견이 나왔다.
2013,보고회에는 이동근 경총 부회장 이동석 현대차 대표를 비롯해 자문단장을 맡은 이채필 전 고용노동부장관 종합심층진단 총괄책임자인 함병호 한국교통대 교수와 연구진이 참석했다.
2014,자료:경총연구진은 현대차 안전경영체계를 △조직·인력 △예산 △교육 △노사관계 △안전문화 다섯 개 분야로 구분해 현장진단을 진행하고 경영층부터 현장근로자에 이르는 다각적 심층 인터뷰를 실시했다.
2015,이와 함께 미국의 수준 높은 안전관리 시스템과 안전문화를 조사한 결과를 토대로 사업장 안전관리체계 발전방안과 중장기 전략과제를 도출했다.
2016,연구진은 현대차가 세계 최고 수준 안전경영체계를 구축하기 위해 안전조직의 역할 및 기능강화뿐만 아니라 인사·노무·교육 등 유관부서와 협업체계를 전략적으로 구축해야한다고 강조했다.
2017,연구진은 중간보고회 이후 추가 현장진단 자문회의 등을 거쳐 최종 결과를 도출할 계획이다.
2018,이동근 경총 부회장은 “종합심층진단을 계기로 현대차가 안전경영 분야에서도 글로벌 최고 수준에 도달하기를 바란다며 “국내 산업계 전반 안전역량이 강화될 수 있도록 경총이 적극 지원할 것이라 말했다.
2019,이동석 현대차 대표는 “종합심층진단 중간보고회를 통해 우리 회사가 나아가야 할 안전경영 전략을 보다 면밀히 수립할 계획이라며 “앞으로 최고 수준 안전관리 시스템이 정착되도록 더욱 노력하겠다고 말했다.
2020,채권시장 경색 유동성 압박 심화LG 불황 장기화 대비 ‘워룸’ 가동포스코·현대重도 위기 대응 나서 연합뉴스산업계가 비상 상황에 처했다.
2021,경기침체로 실적은 바닥을 향해 가는데 우크라이나·러시아 전쟁 등으로 원자재 가격 상승을 비롯한 비용은 계속 증가세다.
2022,설상가상으로 레고랜드 사태로 금융시장까지 경색 조짐을 보이면서 운영자금 마련에도 어려움을 겪고 있다.
2023,글로벌 빅테크인 알파벳 마이크로소프트 등도 기대에 못 미치는 실적을 보였다.
2024,기업들은 최소한 내년까지 경기침체가 이어진다고 판단하고 앞다퉈 ‘비상경영 체제’에 돌입하고 있다.
2025,불황의 터널이 지금부터 펼쳐진다는 점 이제껏 겪어보지 못한 복합위기라는 점 언제까지 침체가 이어질지 미지수라는 점에 촉각을 곤두세운다.
2026,경기침체 장기화에 대비해 마치 전쟁 상황실을 연상케 하는 ‘비상경영 상황실’을 두는 것이다.
2027,같은 달에 포스코그룹도 비상경영을 내걸면서 위기 대응을 위한 긴급 대책을 수립했다.
2028,건설업계는 레고랜드 사태로 불거진 ‘부동산 프로젝트파이낸싱(PF) 대출 부실’의 가능성을 예의주시하고 있다.
2029,재건축·재개발 사업에 필요한 자금 조달이 어려워질 것이라는 걱정이 이어진다.
2030,채권시장이 얼어붙으면서 자금 마련을 위해 발행하는 회사채는 유찰되거나 발행 자체가 연기되고 있다.
2031,기업들이 은행이나 증권사 등으로 몰려가지만 자금 마련은 더 어려워질 전망이다.
2032,투자 시장이 침체에 빠지면서 문을 닫거나 매각에 나서는 플랫폼 기업도 늘고 있다.
2033,국내 최대 배달대행 플랫폼 ‘부릉’을 운영하는 메쉬코리아는 자금난을 견디지 못하고 경영권 매각을 추진 중이다.
2034,수산물 당일배송 플랫폼 ‘오늘회’의 인기로 투자자를 모았던 스타트업 오늘식탁은 사실상 서비스를 접었다.
2035,스타트업계 관계자는 “잘나가던 스타트업들이 나가떨어지는 걸 보면서 위기감이 어마어마하다고 말했다.
2036,허 회장은 이번 사고에 대한 책임을 통감하며 국민 여러분의 엄중한 질책과 지적을 겸허히 받아들인다며 특히 고인 주변에서 함께 일했던 직원들의 충격과 슬픔을 회사가 먼저 헤아리고 배려하지 못해 진심으로 사과 드린다고 말했다.
2037,회사는 관계당국의 조사에 성실히 임하고 있으며 정확한 사고 원인 파악과후속 조치를 위해 노력하고 있습니다.
2038,또한 유가족 분들이 슬픔을 딛고 일어서실 수 있도록 최선을 다해 예우해드리기로 하였습니다.
2039,사고가 발생한 SPL 뿐만 아니라 저와 저희 회사 구성원들 모두가 이번사고에 대해 책임을 통감하고 있으며 국민 여러분의 엄중한 질책과 지적을겸허히 받아들이겠습니다.
2040,특히 사고 다음날 사고 장소 인근에서 작업이 진행됐던 것으로확인되었습니다.
2041,그 어떤 이유로도 설명될 수없는 도저히 있을 수 없는 일이라고 생각합니다.
2042,모두 제가 부족한 탓이며 평소 직원들에게 더 중요한 가치가 무엇인지 제대로전하지 못한 저의 불찰입니다.
2043,고인 주변에서 함께 일했던 직원들의 충격과 슬픔을 회사가 먼저 헤아리고보듬어 드렸어야 했는데 그러지 못해 매우 안타깝습니다.
2044,다시는 이러한 일이 재발하지 않도록 그룹 전반의 안전관리 시스템을 철저히재점검하고 안전경영을 대폭 강화하도록 하겠습니다.
2045,먼저 외부 전문기관을 통해 그룹 전 사업장에 대한 ‘산업안전보건 진단’을즉시 실시하여 종합적인 안전관리 개선책을 수립해 실행하겠습니다.
2046,또한 전문성을 갖춘 사외 인사와 현장 직원으로 구성된 ‘안전경영위원회’를설치해 안전 관리감독 기능을 강화할 수 있도록 하겠습니다.
2047,이와 더불어 언제나 직원을 먼저 생각하고 안전한 일터가 될 수 있도록혼신의 노력을 기울이겠습니다.
2048,다시 한번 심려를 끼쳐드려 죄송하게 생각하며 뼈를 깎는 노력으로 안전관리강화는 물론 인간적인 존중과 배려의 문화를 정착시켜 신뢰받는 기업으로거듭날 수 있도록 최선을 다하겠습니다.
2049,‘산업재해 및 안전사고 ZERO 달성’이라는 목표 아래 발생 가능한 위험요인을 분석·개선하는 등 안전관리 수준 향상을 위해 노력했으며 이는 안전보건경영시스템 사후관리 심사에서 ‘적격’이라는 결과를 가져왔다.
2050,심사를 주관한 한국경영인증원 심사관 측은 전북개발공사는 재난안전관리를 위한 조직 및 운용 프로세스가 잘 구축되었고 구성원들의 위험성 평가 참여도가 높으며 근로자 및 방문객의 안전관리 고도화를 위해 공사가 선제적으로 잘 추진하고 있다고 평했다.
2051,공사 김천환 사장은 “안전보건경영시스템의 지속적이고 체계적인 관리운영으로 안전하고 건강한 일터를 조성하겠다면서 “안전문화를 선도하는 공기업으로 더욱 발전해 나가겠다고 말했다.
2052,/더팩트 DB광주형일자리라 불리우는 광주글로벌모터스(이하 GGM)의 적자폭이 심상치 않다.
2053,◼︎ 현대자동차가 원하는대로광주시와 현대자동차(주)는 문재인 대통령 시절에 광주에 일자리 창출이라는 명분으로 자동차 완전조립공장을 만들었다.
2054,◼︎ 광주시가 약속한 복지는 어디로GGM은 일반기업과 달리 이중적 구조를 가진 특수함을 지녔다.
2055,일반적인 기업이 이윤을 통해 재투자와 사원들의 복지에 지원을 하는 것이라면 GGM은 낮은 임금을 보완하기 위한 복지비용을 광주시가 지원해 주기로 한 것이다.
2056,고 말하면서도 “낮은 임금이어도 광주시가 제안한 주택혜택을 보고 입사한 직원이 많았다.
2057,며 당시 광주시가 일자리라는 성과에 급급했던 모습을 보였던 것 아닌가 하며 허탈해했다.
2058,이에 대해 광주시는 “현대자동차와 협약할 당시 ‘광주시는 주거지원을 한다.
2059,당시 이재현 CJ그룹 회장은 미래 라이프스타일 기업 도약을 위한 혁신성장과 최고인재의 중요성을 강조하면서 조직문화의 근본적인 혁신을 강하게 주문한 바 있다.
