,sentence
12942,◆ 폴킴도 눈물짓게 한 하현상의 기다린 만큼 더섬세한 감성과 음색으로 유명한 하현상은 멤버들과의 합숙 중 회식 자리에서 검정치마의 기다린 만큼 더를 라이브로 소화했다.
12943,즉석 기타 연주에 담담하면서도 아련한 목소리까지 더해져 멤버들도 수다를 멈춘 채 조용히 귀를 기울였다고.
12944,특히 바로 옆에서 하현상의 노래를 듣던 폴킴은 하현상만의 목소리가 전하는 특유의 감성에 푹 빠져 감수성이 차올라 눈물까지 보이기도.
12945,JTBC 아는형님 캡처헤럴드POP임채령 기자크러쉬가 BTS제이홉과의 인연을 고백했다.
12946,원래 인연이 있었냐는 질문에 크러쉬는 원래 친분이 있었다며 제가 제이홉 누나 결혼식 축가를 해줬는데 제이홉이 부탁을 했었다고 말했다.
12947,이어 제이홉은 거기서 축가를 하는데 옆에 BTS 멤버 분들이 다 앉아있어 살짝 오디션 보는 느낌이었다며 솔직히 다 월드스타시니지 않냐고 말했다.
12948,입국하는 외국인 관광객에게는 부산 롯데월드와 송도 해상케이블카 요트 등 관광시설에서 무료로 쓸 수 있는 이용권을 줍니다.
12949,펌을 하고 양갈래로 머리를 묶은 진은 여자아이 같은 예쁜 미모를 자랑한다.
12950,휴대폰을 들고 거울셀카를 찍고 있는 진은 손마저 가늘고 길어 완벽한 자태로 팬들의 마음을 빼앗는다.
12951,김예나의 숨터뷰는 음악 산업을 움직이는 사람들의 희로애락을 담아 전하는 엑스포츠뉴스만의 기획 인터뷰입니다.
12952,관객들과 아티스트들의 숨으로 가득찬 음악 산업 현장 그 속에서 뜨거운 열정을 안고 희망을 꿈꾸는 이들의 이야기를 들어봅니다.
12953,&lt;편집자주&gt; (엑스포츠뉴스 김예나 기자) 음악 산업의 빠른 변화 속에서 대중문화예술인의 권리를 존중하고 이들의 활동에 더욱더 힘을 실어줄 수 있는 한국음악콘텐츠협회의 노력이 빛을 발하고 있다.
12954,엑스포츠뉴스의 숨터뷰 여덟 번째 주인공은 사단법인 한국음악콘텐츠협회(Korea Music Content Association KMCA) 최광호 사무총장이다.
12955,SM엔터테인먼트 YG엔터테인먼트 JYP엔터테인먼트 하이브(HYBE) 등 국내 대형 기획사가 회원으로 함께하고 있다.
12956,커리어가 쌓일 수록 더 낮은 자세로 소통하며 다양한 이해 관계자들과의 신뢰를 쌓았고 각종 매체 인터뷰를 통해 협회의 목소리를 냈다.
12957,또 공식 유튜브 채널을 통해 음악 비즈니스 관련 강의나 시의성 있는 문제를 제기하는 등 다양한 노력을 기울였다.
12958,하지만 협회의 영향력을 키우기 위해서는 누군가 나서서 목소리를 내야만 했죠.
12959,처음에는 부족함이나 한계를 느꼈지만 조금씩 많은 분들에게 관심을 받고 있는 것이 느껴집니다.
12960,특히 음악산업 종사하시는 분들의 피드백을 받을 때 잘 만들어가고 있구나라는 생각이 들어요.
12961,◆ 방탄소년단(BTS) 병역 특례 논쟁 차별에 맞서다 때로는 대중의 편견이나 날 선 시선에 맞서야 했다.
12962,이와 관련 최 사무총장은 현재의 상황에 안타까워하는 동시에 궁극적으로 대중문화예술인에 대한 차별과 편견을 깨야한다고 주장했다.
12963,예술·체육 분야의 특기자에게 대체 복무를 허용하는 병역 특례 제도에 대중문화예술인이 포함되지 않는 자체가 차별이라는 것.
12964,방탄소년단 역시 글로벌 음악 시장에 K팝을 널리 알리며 문화 발전에 큰 기여를 했음에도 기존의 병역 특례 제도를 받지 못하는 상황이 과연 공정한지 고민해볼 문제라는 지적이다.
12965,엄연히 병역 특례 제도가 존재하는데 대중문화예술인에게만 공정하지 못하다고 비난하는 것은 차별이라는 거죠.
12966,원칙이 있고 논리가 명확하다면 비난 받더라도 당당하게 맞서야겠다 싶어 목소리를 냈습니다.
12967,하지만 대중문화예술인을 향해 소위 딴따라라 부르며 편견에 사로잡힌 시선들을 불식시키기 위해서는 가만히 있을 수 없었어요.
12968,오랜 논쟁으로 인한 피로감은 우려스러운 부분이지만 그 과정에서 공감하는 이들의 목소리가 함께 커진다는 것만으로도 큰 성과였다.
12969,◆ 소통의 중요성 공동 책임의 힘 최 사무총장은 지금까지 이뤄온 협회의 모든 결실은 그와 함께하는 수많은 직원들의 힘이 컸다고 공을 돌렸다.
12970,함께 고민하고 생각을 모으는 의사 결정 과정을 통해 중요한 문제들을 해결할 때 직원들의 소속감과 책임감이 커지기 때문.
12971,협회 직원들은 기본적으로 이타적이고 정의롭고 공정한 성향을 지니고 있어요.
12972,동료들끼리 각자의 상황을 공유하고 새로운 직원을 채용하는 과정에서도 함께 이야기를 나눠보는 방식이에요.
12973,그래야 한 식구로서 끈끈함이 생기고 같이 책임지자는 마음이 되는 것 같아요.
12974,과거 소통이 부족한 조직 관계의 고충이 얼마나 큰지 누구보다 잘 안다는 최 사무총장은 호흡을 맞추는 이들과의 소통이 가장 중요하다고 강조했다.
12975,함께 식사하면서 사는 이야기도 나누고 어떤 고민들을 가지고 있는지 관심을 갖는 노력이 필요한 것 같아요.
12976,직원들도 한 조직의 구성원으로서 리더가 자신의 가치를 존중한다는 사실을 느끼게 된다면 더욱 책임감을 느낄 것이라 기대합니다.
12977,◆ K팝 산업의 피 땀 눈물 그 가치를 알아줄 때까지 최 사무총장은 국내 음악산업이 커지고 K팝의 위상이 높아질 수록 본질에 집중해야 한다고 강조했다.
12978,그저 유행을 따르려고 하거나 남들의 시선에 얽매이지 말고 자신만의 독창적이고 새로운 콘텐츠를 발굴하려는 노력이 필요하다는 것이다.
12979,무엇을 원하고 어디로 향하고 왜 이루려는가에 대한 대답은 다른 사람이 아니라 나의 마음 속에 자리하고 있을 것이라는 설명이다.
12980,누군가는 남들이 가지 않는 길을 걷다가 생각하지 못한 좋은 길을 발견할 수도 있다고 생각해요.
12981,이미 그렇게 자신만의 길을 개척해온 이들의 피와 땀 그리고 눈물에 존경의 마음을 표현하기도.
12982,최 사무총장은 그들이 이루어낸 결과들이 폄하되거나 왜곡되지 않게끔 최선을 다해 노력하겠다는 각오를 드러냈다.
12983,하지만 그 이면에 그들의 노력은 말로 설명할 수 없을 정도로 엄청나다고 생각해요.
12984,앞으로도 업계 종사자들의 땀과 눈물이 헛되지 않고 가치있을 수 있도록 더욱 최선을 다하겠습니다.
12985,세종대왕과 한글에 꽂혀 한국행을 결심한 앤디처럼 형들도 한 가지씩 꽂힌 게 있다고 밝힌다.
12986,동생들의 존경을 한 몸에 받던 첫째 스티브는 한국의 유교문화에 푹 빠져 동생들을 조종하는 뉴질랜드 꼰대의 모습을 보인다.
12987,둘째 리차드는 자타공인 차 덕후로 한국에서 반드시 K사의 스팅*를 운전하겠다는 소원을 품고 있다.
12988,마지막으로 셋째 데이비드는 자칭 뉴질랜드 공식 아미(방탄소년단 팬덤명)의 위엄을 보여주며 이번 여행의 다크호스로 떠오른다.
12989,이날 남지현은 RM님이 우리 드라마를 재미있게 본다는 SNS 내용을 친구가 알려줬다라며 주변에서도 연락을 많이 받았다.
12990,특히 첫 방송 이후 학교 친구들 주변 배우들 감독님 PD님들한테 연락이 많이 와있어서 기뻤다고 말했다.
12991,(엑스포츠뉴스 하지원 기자) 가수 크러쉬가 방탄소년단 제이홉 누나의 결혼식 축가를 불러줬다고 전했다.
12992,신곡 러시 아워로 BTS 제이홉과 호흡을 맞춘 크러쉬는 제이홉과 원래 아는 사이였냐는 질문에 원래 친분이 있었다.
12993,제이홉은 거기서 축가를 하는데 옆에 BTS 멤버 분들이 다 앉아있어 살짝 오디션 보는 느낌이었다.
12994,이수근 등이 우리 결혼식은 왜 안 왔냐라고 억지를 부리자 나 그때 어렸을걸?이라고 맞받아치기도 했다.
12995,이어 크러쉬는 당시 축가로 뷰티풀(Beautiful)을 불렀다며 라이브로 한 소절을 들려줬다.
12996,라네즈의 글로벌 베스트셀러인 립 슬리핑 마스크는 자는 동안 입술 각질을 관리하고 보습 성분을 채워 하루 종일 매끈한 입술로 가꿔주는 제품이다.
12997,한정판으로 선보이는 이번 제품은 러브 유어 립스 필 라이크 팝!을 콘셉트로 BTS의 대표 히트곡인 버터 퍼미션 투 댄스 다이너마이트의 뮤직 테마를 담았다.
12998,뉴시스 올해 전국에서 전세보증금(실거래가 신고기준)이 가장 높은 아파트는 용산구 한남동 ‘나인원한남’인 것으로 나타났다.
12999,나인원한남은 그룹 방탄소년단의 멤버 RM·지민 그룹 빅뱅 멤버 지드래곤 가수 장윤정 등이 소유해 화제를 모은 단지다.
13000,방탄(BTS) 슈가 귀국 다시 민윤기 보유국 팬들 위해 빠르게 움직이는 손 귀엽게 올려 쓴 군밤모자 마중 온 팬들 향해 반가운 손짓 귀여움 만렙 민윤기 심쿵 포인트가 몇 개야
13001,현행 병역법 시행령상 예술·체육요원 범위에는 대중문화예술인이 빠져 있기 때문에 이들이 편입 대상이 되지 못하고 있는 실정이다.
13002,따라서 시대 흐름에 맞게 제도개선에 대한 고찰이 필요하다는 의견이 제기되고 있다.
13003,이번 긴급토론회에서는 각계 전문가·대중문화예술 관계자와 함께 대체복무제도의 현황을 점검하고 문제점과 개선방안에 대한 논의가 진행됐다.
13004,최병욱 상명대학교 교수가 토론회의 좌장을 맡고 최진녕 법무법인CK 대표변호사가 ‘K-POP 가수의 병역문제 이대로 좋은가’라는 주제로 발제를 진행했다.
13005,토론자로 참석한 이자연 대한가수협회장(왼쪽)과 채지영 한국문화관광연구원 연구위원.
13006,이어 안석기 KIDA 국방인력연구센터장 진석용 대전대학교 교수 이자연 대한가수협회 회장 채지영 한국문화관광연구원 연구위원이 토론자로 참여했다.
13007,글로벌 컨템포러리 캐주얼 백 브랜드 쌤소나이트 레드(Samsonite RED)가 방탄소년단(BTS)의 곡 ‘Butter’를 테마로 한 ‘BTS Butter’ 콜라보레이션 컬렉션을 새롭게 출시하고 ‘Butter RECIPE’ 광고 캠페인도 함께 선보인다.
13008,그룹 블랙핑크와 방탄소년단 멤버의 사생활 사진이 잇달아 유포되면서 결국 소속사가 칼을 빼 들었습니다.
13009,블랙핑크의 소속사가 멤버 제니 씨의 사진 유포 논란에 대한 경찰 조사를 의뢰했습니다.
13010,때문에 두 사람의 열애설이 계속해서 불거진 건 물론이고 급기야 제니 씨의 지극히 사적인 사진까지 유출돼 휴대전화 해킹에 의한 범죄 가능성에 무게가 실렸습니다.
13011,그러자 한 달 넘게 침묵을 지킨 소속사도 어제 비로소 공식 입장을 냈는데요 연예기획사 와이지(YG)엔터테인먼트는 일련의 사건을 관찰해 지난달 소장을 제출했다고 밝히며 사진의 최초 유포자뿐 아니라 이를 공유하는 행위도 법적 처벌 대상인 만큼 자제해 줄 것을 당부했습니다.
13012,이에 따라 야외 행사에서 마스크를 착용할 의무는 없어졌지만 수만 명이 몰리는 대규모 공연 주최 측은 아직 조심스러운 태도를 보이고 있다.
13013,하지만 대규모 인원이 몰리는 공연 주최 측은 마스크를 쓰지 않는 것이 아직 조심스럽다는 입장이다.
13014,정부는 ‘실내’의 기준을 ‘천장과 지붕이 있고 사방이 막힌 곳’으로 정의하고 ‘두 면 이상 열려있어 자연 환기가 이뤄질 수 있다면 실외로 본다’라고 했다.
13015,올림픽체조경기장은 천장이 막혀있는 구조라 실내로 분류 블랙핑크 콘서트에서는 마스크 착용이 의무다.
13016,반면 방탄소년단의 공연이 열리는 부산아시아드주경기장은 천장이 뚫린 구조라 마스크를 착용해야 하는 의무가 없다.
13017,공지문에는 “공연장 내 마스크는 항시 착용하셔야 하며 취식 시에도 취식 전후로는 마스크를 착용해 주시기 바란다라고 쓰여 있다.
13018,실외 마스크 착용 의무가 완전히 해제됐다고 하더라도 밀집도를 고려해봤을 때 감염 위험을 배제할 수 없다.
13019,이와 관련 빅히트 뮤직 관계자는 매일경제 스타투데이에 “많은 인원이 밀집하는 행사인 만큼 관람객들의 안전을 위해 마스크를 착용한다는 방침이다라고 설명했다.
13020,정부 역시 “이번 완화 조치는 과태료가 부과되는 국가 차원의 의무조치만 해제된 것으로 실외에서 마스크 착용이 불필요해졌다는 걸 의미하지 않는다며 상황에 맞춘 개인의 자율적인 실천은 여전히 필요하다라고 강조했다.
13021,실외 마스크 착용 의무는 해제됐지만 불안감이 큼 만큼 대형 공연에서의 마스크 착용 권고는 당분간 지속될 것으로 보인다.
13022,마이데일리 이승록 기자 그룹 방탄소년단의 소속사 빅히트뮤직이 악플러들에 대한 법적 대응 진행 상황을 밝혔다.
13023,이와 관련한 진행 상황을 말씀드린다며 최근 팬 여러분의 제보와 자체 모니터링을 통해 수집한 모욕 명예훼손 게시물 증거 자료를 토대로 수사기관에 다수의 고소장을 제출했다고 밝혔다.
13024,그러면서 최근 국내외 플랫폼에서 아티스트에 대한 명백한 허위사실을 유포하는 명예훼손성 게시물이 다수 모니터링 되고 있다며 당사는 특정 게시자가 다수의 플랫폼에서 동일한 악성 루머를 퍼트리고 있는 유형을 파악했고 반복적으로 게시한 자료를 모두 취합해 고소했다.
13025,팬 여러분의 적극적인 제보는 악성 게시물 모니터링에 큰 도움이 되고 있다고 알렸다.
13026,빅히트뮤직은 장기간의 경찰 조사 끝에 피의자가 특정돼 최근 지방검찰청으로 송치됐음도 알려 드린다고도 밝혔다.
13027,이어 방탄소년단에 대한 악성 게시물 수집과 신고 법적 대응은 지속적으로 이뤄지고 있다며 악성 행위를 근절하기 위해 당사는 앞으로도 혐의자들에 대해 어떠한 합의나 선처도 없이 엄중한 조치를 취할 것임을 분명히 말씀드린다고 강조하며 팬들의 적극적인 제보도 당부했다.
13028,진은 위버스 방탄소년단 아티스트 게시판을 통해 악플러는 뭘 했길래 검찰 송치까지 가지.
13029,뉴스엔 김명미 기자 ‘어서와 한국은 처음이지’ 데이비드가 뉴질랜드 공식 아미의 위엄을 자랑한다.
13030,이날 방송에서는 사 형제 중 막내인 앤디와 웃는 모습을 쏙 빼닮은 훈남 세 형들이 소개된다.
13031,우선 카리스마 넘치고 사 형제 중에 가장 잘생겼다는 건축 전기 기술 회사의 오너 첫째 형 스티브 누구보다 여유가 넘치고 어떤 일에도 전혀 스트레스를 받지 않는 건축 설계사 겸 프로젝트 매니저인 둘째 형 리차드 수줍음도 많고 내성적인 편이지만 음악과 예술을 사랑하고 IT 회사에서 일하는 셋째 형 데이비드가 앤디의 든든한 형들이다.
13032,피는 못 속인다고 세종대왕과 한글에 꽂혀 한국행을 선택한 앤디처럼 형들도 한 가지씩 꽂힌 게 있다고.
13033,동생들의 존경을 한 몸에 받던 첫째 스티브는 한국의 유교문화에 푹 빠져 동생들을 조종(?
13034,한편 둘째 리차드는 자타공인 ’차 덕후‘로 한국에서 반드시 K사의 스팅*를 운전하겠다는 평생소원을 이룰 수 있을지 기대를 모은다.
13035,마지막으로 조용히 형들만 따라다니던 셋째 데이비드의 마음에 제대로 꽂힌 건 바로 BTS.
13036,자칭 뉴질랜드 공식 아미의 위엄을 보여주며 이번 여행의 다크호스로 떠오르게 된다.
13037,실제로 일어났으니 각오해라라는 글과 함께 ‘슈퍼스타는 빼는 법이 없거든 드르륵 탁.
13038,이영지가 게스트를 상대로 게임을 진행하며 팬들이 궁금해하는 다양한 질문을 한다.
13039,이영지는 같은 날 자신의 사회관계망서비스(SNS)에 “그래요 (진이) 나오십니다 나와요.
13040,진은 방탄소년단 팬 소통 플랫폼 위버스를 통해 이영지가 “나도 말하고 싶어서 죽을 뻔이라고 밝힌 것에 대해 “죽지 마세요라고 전했다.
13041,이어 “이영지 님이랑 저랑 마시는 속도가 빨라서 따라 하지 마세요라고 재치 있는 댓글을 게재했다.
13042,텐아시아신지원 기자 아는 형님(사진방송 화면 캡처)크러쉬가 BTS 제이홉과의 남다른 인연을 밝혔다.
13043,이날 신곡 러시 아워에서 BTS 제이홉과 호흡을 맞췄다는 크러쉬는 원래 아는 사이였냐라는 질문에 그렇다라고 답하며 제이홉이 누나의 결혼식 축가를 부탁했었다라고 밝혔다.
13044,이어 자신의 히트곡 Beautiful을 불렀다는 크러쉬는 BTS 멤버들을 만난 소감을 전하며 축가를 하는데 BTS 멤버들이 쭉 앉아 있더라라며 마치 오디션 보는 느낌이었다.
13045,주경기장으로 몰리는 차량을 분산시키고 실시간 교통상황을 알려 관람객의 접근 편의성을 높이는 것이 핵심이다.
13046,부산으로 들어오는 고속도로 관문의 공영주차장에 승용차를 주차시키고 도시철도 등으로 공연장에 오게 하는 방안도 추진한다.
13047,이 회의 뒤에는 주경기장에 대한 민관 합동점검을 벌여 입장객 이동 경로 내 낙상사고 우려 지역을 점검하고 안전요원 배치구역을 살펴봤다.
13048,뉴욕타임스에서 발렌시아의 활약상을 조명하자 그의 공식 인스타그램 계정도 뉴욕타임스에 감사 인사를 표했다.
13049,서울뉴시스 리틀 피카소라고 불리는 안드레스 발렌시아가 자신의 작품인 관찰자를 설명하고 있다.
13050,*재판매 및 DB 금지 /사진뉴시스발렌시아의 그림은 강렬한 색채와 피카소를 연상시키는 추상주의적 화풍으로 인기를 얻었다.
13051,그는 또 뉴욕에서 활동중인 거리 예술가 브래들리 시어도어와 함께 라이브 생중계로 그림을 그리며 더 많은 언론의 관심을 끌었다.
13052,발렌시아는 NYT와의 인터뷰에서 내 작품으로 사람들을 행복하게 할 수 있고 누군가의 집 한켠에 내 그림을 걸 수 있어서 기쁘다라며 장 미쉘 바스키아 조지 콘도 포켓몬 피카소의 대표작 게르니카 등에서 영감을 얻는다고 말했다.
13053,이들은 아들의 높은 수입에 대해 아들에게 돌려주는 방법을 가르칠 수 있는 기회라고 말했다.
13054,발렌시아의 명성은 빠르게 커졌고 모던 패밀리로 유명한 배우 소피아 베르가라 할리우드 톱스타 채닝 테이텀 같은 유명 인사들이 그의 작품을 사들였다.
13055,하지만 일각에서는 발렌시아를 둘러싼 투기 광풍이 오래 지속되지 않을 수도 있다고 지적했다.
13056,발렌시아의 유명세는 어린 천재 아티스트라는 이미지를 부여해 의도적으로 만들어진 것이라는 것이다.
13057,맨해튼에서 로멕스 갤러리를 운영하는 알렉산더 슐란은 젊은 예술가들의 삶은 시간이 지나며 급변하기 때문에 이들에게 장기 투자하는 것은 매우 어리석은 일일 수 있다고 말했다.
13058,시는 국내외 방문객에게 필요한 정보들을 순차적으로 공감 카드 뉴스로 제작해 배포할 예정이며 국외 방문객을 위해 모든 콘텐츠는 영어와 일어로도 별도 제작된다.
13059,매체는 오늘날 아이튠즈-콜롬비아에서 최고 인기를 구가하는 K팝은 다음과 같다며 아이튠즈-콜롬비아 K팝 리스트를 소개했다.
13060,/사진인포베 공식 홈페이지 한류의 파급효과가 이익 창출로 이어진다는 점도 소개됐다.
13061,이들 중 대다수는 K팝을 사랑하는 이들이라며 이처럼 한류는 한국의 중요한 요소로 자리매김했다고 설명했다.
13062,SBS디지털뉴스랩 PD이면서 인기 프로그램 문명특급 MC로 능력을 자랑하고 있는 재재는 연예인과 일반인의 정체성을 합친 연반인의 대표 주자로 활동 중이다.
13063,민경훈은 쉬고 오면 잘린다고 현실적인 답을 건넸고 강호동은 난 번아웃이 올 자격이 없다고 생각한다고 깜짝 고백했다.
13064,최근 신곡 러쉬 아워를 방탄소년단 제이홉과의 콜라보레이션으로 선보인 크러쉬는 소속사 사장인 싸이가 슈가 코인을 탄 것을 보고 부러웠냐는 질문에 전혀 관련이 없다고 단언했다.
13065,근데 결혼식장에 BTS 멤버 전원이 앉아있어 꼭 오디션을 보는 느낌이었다.
13066,둘이 친하냐고 묻자 비비는 근데 나 여자친구 있는 남자랑 안 친하다고 해 레드벨벳 조이와 공개 열애 중인 크러쉬를 당황케 했다.
13067,아찔한 상황이 연출됐던 워터밤 무대를 언급하자 비비는 티셔츠를 벗었는데 끈이 풀려서 큰일 날 뻔했다.
13068,원래 스티커 같은 걸 안 붙이는데 그날따라 (스태프가) 붙이라고 나를 설득하더라.
13069,마이데일리 양유진 기자 그룹 방탄소년단(BTS) 멤버 뷔가 가수 박효신 배우 강동원의 친분을 언급했다.
13070,박효신을 제 지인한테 소개시켜주는 자리에서 그 지인이 뷔와 친해서 뷔가 왔다라고 답했다.
13071,한동안 강동원에게 좋은 노래를 추천해달라고 한 적이 있을 정도라고 했고 뷔는 박효신이 앨범 나오기 전 강동원에게 무조건 들려준다는 걸 안다라고 보탰다.
13072,한편 김이나의 별이 빛나는 밤에 DJ 김이나는 휴가차 잠시 자리를 비우고 있다.
13073,뷔가 함께 캠핑 가고 싶은 스타로 수차례 선정된 것은 여러 프로그램에서 자연과 동화되어 액티비티를 즐기거나 풍경 사진을 찍는 모습을 팬들과 많이 공유한 데 있다.
13074,최근 JTBC와 글로벌 OTT 디즈니+에서 방송된 ‘인더숲: 우정여행’ 편에서도 뷔는 낚시 아이스 스케이트 등 액티비티를 즐기고 음식을 직접 만들어 먹으며 불멍을 즐겼다.
13075,또 친구들과 진솔한 대화를 나누는 모습은 보는 것만으로도 힐링을 주기에 충분했다.
13076,방탄소년단 멤버들은 여행을 갈 때 항상 계획을 세우고 주도하는 사람으로 뷔를 꼽는다.
13077,개인 SNS에 하늘 사진을 게시하거나 “노을이 지는 걸 보면 항상 하루 일과가 행복하게 끝나더라.
13078,또 혼자 호수에 카누를 타고 나가 자신의 자작곡 ‘블루앤그레이(Blue &amp; Gray)’를 들으며 펼쳐진 자연과 하나 되는 명화 같은 모습은 팬들에게 위로과 힐링을 선사한 감동적인 장면으로 남아있다.
13079,위버스 관련 해외 아티스트 입점과 수익 모델 다변화가 기대보다 지연되면서 성과에 대한 눈높이가 낮아진 데 따른 것이다.
13080,BTS 불확실성이 장기화되면서 부진한 주가 흐름이 이어지는 가운데 성과 전망치가 하향 조정된 것이라 투심이 크게 위축됐다.
13081,이어 최 연구원은 “BTS의 향후 활동과 관련 불확실성이 해소되지 않아 저조한 주가 흐름을 보이고 있지만 멀티 레이블 체제에 기반 소속 아티스트들이 성과를 확대하고 있는 점은 긍정적이라고 설명했다.
13082,뷔는 ‘K팝 문화아이콘’으로 문화 예술계 전반에 막강한 영향력을 발휘해 왔다.
13083,뷔가 읽는 책이라는 이유만으로 뜨거운 화제가 되면서 베스트셀러가 된 사례도 많다 뷔가 인터뷰에서 위로와 공감을 받았다고 밝힌 ‘집에 있는데도 집에 가고 싶어’는 뷔의 언급 후 온라인 서점 베스트셀러에 등극해 폭발적인 판매고를 기록했다.
13084,그저 빛이라는 감사의 뜻을 전하고 수입의 일부를 좋은 일에 쓰겠다며 뷔의 선한 영향력을 전파하기도 했다.
13085,‘사람을 끌어당기는 동서양 고전의 화술’이란 부제가 붙은 책 ‘말의 내공’은 평소 팬들에게 감동을 주는 예쁜 말로 유명한 뷔의 스토리와 시너지 효과를 발휘했다.
13086,일본에 이어 중국어판까지 출간되는 등 국제적인 인기를 체감한 해당 도서의 출판사는 ‘보라해’라는 단어에 착안해 ‘퍼플 에디션’을 발간함으로써 감사의 마음을 전하기도 했다.
13087,진은 미식에 취한 동생들이 먹을 고기가 또 바닥나자 맛집 주인장 아주머니를 정감있게 부르면서 몇 인분 더 달라고 주문한다.
13088,슈가와 RM은 미식 속에서 뮤지션의 영감을 더 얻으려는 것인지 먹방에 몰두한다.
13089,서울관광 홍보영상은 서울의 관광 콘텐츠에 국가대표 한류 리더 방탄소년단의 매력을 더해 세계인의 눈길을 사로잡고 있다.
13090,‘마이 소울 서울(My Soul Seoul)’ 슬로건을 내세운 올해의 영상은 RM과 진이 서울의 일상을 즐기는 모습을 통해 서울의 세 가지 매력(미식 힐링 인생샷)을 풀어냈다.
13091,무엇보다 둘의 편안한 연기를 통해 ‘서울에서의 여행같은 일상’에 주목할 수 있도록 했다.
13092,이어 공개된 ‘힐링스팟(healingSeoul)’ 편에서는 고궁 너머 보이는 풍경(경복궁과 창경궁) 도시를 흐르는 강에서 즐기는 힐링 액티비티(한강 요트) 공원에서 자연과 어우러진 휴식(하늘공원 노들섬 서울 어린이대공원)을 즐길 수 있는 서울을 담았다.
13093,RM과 진 두 멤버가 남산 케이블카와 타워에서 함께 사진을 찍으며 인생샷을 남기는 장면이 담겼다.
13094,두 멤버의 셀카 화면을 배경으로 서울의 곳곳에서 인생샷을 남기는 시민들의 모습이 등장해 체감도를 높였다.
13095,이들 영상은 서울관광 공식 채널인 비짓서울 유튜브와 인스타그램 페이스북 등 소셜미디어를 통해 공개됐다.
13096,일본 도쿄 말레이시아 쿠알라룸푸르 자카르타 방콕 싱가포르 타이베이 호찌민 등에서 주목도 높은 도심 대형 전광판을 활용할 예정이다.
13097,이 외에도 CNN BBC CNA(채널뉴스아시아) 등 글로벌 주요 미디어 TV채널을 통해 ‘서울관광’ 홍보에 나선다.
13098,신뢰도와 주목도가 높은 뉴스 채널을 중심으로 미국 유럽 동남아 일본 등지에 광고 형태로 송출된다.
13099,요즘 서울이 글로벌 ‘소울 프렌즈’이자 지구촌 관광 ‘인싸’로 급부상하고 있다.
13100,뉴스투데이부산세계박람회 유치를 기원하는 방탄소년단의 부산 콘서트가 다음 주 토요일 열리는데요.
13101,디지털데일리 양원모 기자 오랜만에 찾아온 국내 증시의 폭등장에서 방탄소년단(BTS) 소속사 하이브의 주가는 이날 국방부 장관의 군 입대 발언 이후 하락세로 마감했다.
13102,하이브의 주가 하락은 이날 국회 국방위원회 국정 감사장에 출석한 이종섭 국방장관의 발언이 직접적이었다.
13103,이 장관은 ‘BTS에 병역 특례를 부여하는 내용의 개정법안에 동의하느냐’는 윤후덕 더불어민주당 의원 질문에 “병무 이행의 공정성과 형평성 차원에서 BTS의 군 복무가 바람직하다고 본다고 말했다.
13104,이어 “(다만) 국회에서 병역법이 개정되면 그 결과를 존중하겠다고 밝혔다.
13105,한편 현대차증권은 입대 변수 등 BTS의 활동 감소에도 세븐틴 TXT 엔하이픈 르세라핌 뉴진스 등 후속 아티스트들의 활동량 증가로 하반기 감익 폭이 제한적일 것으로 전망했다.
13106,크러쉬는 제이홉과 원래 아는 사이였냐는 질문에 제이홉 누나 결혼식 축가를 해줬다.
13107,그는 거기서 축가를 하는데 옆에 BTS 멤버 분들이 다 앉아있어 살짝 오디션 보는 느낌.
13108,이어 당시 축가로 불렀던 뷰티풀(Beautiful)을 라이브로 들려줘 감탄을 자아냈다.
13109,헤럴드POP김지혜 기자 별이 빛나는 밤에 인스타그램방탄소년단 뷔 박효신 강동원이 훈훈한 우정을 자랑했다.
13110,별밤지기로서 모든 걸 섭렵하고 갑니다 (이틀동안 함께해준 뷔제이 다음에 또 만나요!)
13111,꽃부엉이님이 가을느낌 물씬~ 효신 동원 뷔의 우정을 가득담아 꽃 만들어주셨어요!라는 글과 두 장의 사진이 올라왔다.
13112,여기에 박효신 뷔 강동원의 사진이 꽂힌 꽃다발까지 찾아볼 수 있어 이들의 훈훈한 우정이 눈길을 모은다.
13113,왕실이 없는 우리는 어디서 내셔널 아이덴티티를 세우고 있을까 생각하니 국립국악원이 떠오른다.
13114,(사진) BTS와 블랙핑크가 빌보드차트를 휩쓸고 임윤찬이 라흐마니노프에 빙의한 연주로 콩쿠르를 우승하고 케이팝 댄스가 유럽 길거리를 물들여도 그것을 한국의 혼이라고 인식할 사람은 없기 때문이다.
13115,글로벌 톱스타 BTS에겐 그렇게 어려운 병역면제를 국악인들은 국내 콩쿠르 우승으로 비교적 쉽게 얻는 이유다.
13116,대중문화인들은 국악이 그만큼 차별화 치트키가 되기에 적극적으로 콜라보를 시도한다.
13117,서태지의 ‘하여가’를 시작으로 싸이의 ‘코리아’ 슈가의 ‘대취타’ 이날치의 ‘수궁가’ 서도밴드의 ‘사랑가’ 등 가장 똑똑한 뮤지션들 덕에 국악의 존재감은 확대일로다.
13118,다수파인 양악계는 개정 시안에서 ‘음악의 보편성’을 내세워 국악 요소를 전면 축소하려 시도한다.
13119,이에 국악계가 강하게 반발하자 교육부가 중재에 나섰지만 양악계는 지난주 민형배 의원실 주최로 국회 토론회까지 열고 여론몰이를 통한 원안 굳히기에 들어갔다.
